brand,model,vehicleType,gearbox,fuelType,notRepairedDamage,powerPS,kilometer,autoAgeMonths,price
volkswagen,up,kleinwagen,manuell,benzin,nein,60,50000,41,6299
volkswagen,passat,kombi,manuell,diesel,nein,140,50000,24,18500
renault,kangoo,kombi,manuell,benzin,ja,95,150000,162,1300
volkswagen,sharan,bus,manuell,diesel,nein,140,150000,107,7777
opel,meriva,bus,manuell,benzin,nein,87,150000,149,2000
bmw,5er,limousine,automatik,benzin,nein,177,30000,120,10999
mercedes_benz,e_klasse,kombi,automatik,benzin,ja,179,150000,298,1999
volkswagen,passat,kombi,manuell,diesel,nein,136,150000,129,3999
ford,focus,kombi,automatik,diesel,nein,110,125000,68,6490
porsche,andere,coupe,automatik,benzin,nein,310,150000,383,4490
land_rover,discovery,suv,automatik,diesel,nein,256,20000,24,50950
ford,s_max,bus,manuell,diesel,nein,175,150000,89,7299
ford,andere,limousine,manuell,benzin,nein,96,60000,434,5500
volvo,andere,limousine,manuell,benzin,nein,116,150000,214,1500
bmw,7er,limousine,automatik,benzin,nein,326,150000,255,1199
volkswagen,golf,limousine,manuell,benzin,nein,122,150000,96,6199
volkswagen,touran,bus,manuell,diesel,ja,105,150000,138,4900
citroen,c3,kleinwagen,manuell,benzin,nein,73,90000,90,4000
renault,andere,bus,manuell,diesel,nein,114,150000,112,3050
fiat,andere,limousine,manuell,benzin,ja,103,150000,220,450
opel,astra,limousine,automatik,benzin,nein,116,150000,193,1400
volvo,c_reihe,cabrio,manuell,diesel,nein,136,150000,95,12400
bmw,3er,kombi,manuell,benzin,nein,170,90000,93,8900
ford,ka,kleinwagen,manuell,benzin,nein,54,125000,153,799
audi,a5,coupe,manuell,benzin,nein,211,125000,77,20990
bmw,5er,kombi,automatik,diesel,nein,163,150000,183,3700
mercedes_benz,v_klasse,bus,automatik,diesel,nein,122,150000,173,5500
renault,clio,kleinwagen,manuell,benzin,nein,98,100000,161,2350
bmw,3er,cabrio,manuell,benzin,nein,231,125000,172,5200
volkswagen,scirocco,coupe,manuell,benzin,nein,160,50000,44,15700
bmw,3er,kombi,manuell,diesel,nein,163,150000,167,2550
mercedes_benz,m_klasse,suv,automatik,diesel,nein,250,150000,125,9999
opel,corsa,kleinwagen,automatik,benzin,nein,75,125000,157,2200
fiat,punto,cabrio,manuell,benzin,nein,86,125000,216,1790
audi,tt,cabrio,manuell,benzin,nein,150,150000,167,6100
nissan,primera,limousine,manuell,benzin,nein,99,125000,217,1400
renault,megane,kombi,manuell,benzin,nein,116,90000,122,4190
volkswagen,passat,kombi,manuell,diesel,nein,140,150000,118,5250
volkswagen,golf,limousine,manuell,diesel,nein,105,150000,148,3750
volkswagen,golf,limousine,manuell,benzin,nein,90,150000,248,1600
ford,focus,limousine,manuell,benzin,nein,226,125000,117,8495
skoda,fabia,kleinwagen,manuell,benzin,nein,86,50000,65,7820
mercedes_benz,slk,cabrio,automatik,benzin,nein,231,100000,129,14200
audi,a3,kombi,manuell,benzin,nein,200,70000,90,18000
ford,ka,kleinwagen,manuell,benzin,nein,60,60000,189,1000
audi,a4,kombi,manuell,diesel,nein,115,150000,217,2900
toyota,yaris,kleinwagen,manuell,benzin,nein,87,150000,162,1650
citroen,c5,kombi,automatik,benzin,nein,140,150000,90,4950
volkswagen,polo,kleinwagen,manuell,benzin,nein,55,125000,112,3899
opel,astra,cabrio,manuell,benzin,nein,140,60000,105,6300
bmw,3er,limousine,manuell,benzin,nein,140,150000,216,2555
mercedes_benz,e_klasse,kombi,automatik,diesel,nein,204,150000,145,4950
mazda,rx_reihe,andere,manuell,benzin,nein,190,80000,130,6600
bmw,3er,cabrio,manuell,benzin,nein,150,150000,232,2800
nissan,micra,kleinwagen,manuell,diesel,nein,68,150000,124,1900
toyota,aygo,kleinwagen,manuell,benzin,nein,68,80000,96,2950
volkswagen,golf,kleinwagen,manuell,benzin,nein,75,150000,232,390
renault,clio,kleinwagen,manuell,benzin,ja,75,150000,174,1250
mercedes_benz,a_klasse,limousine,manuell,benzin,nein,82,150000,187,2000
volkswagen,passat,limousine,manuell,benzin,nein,90,150000,287,999
smart,fortwo,cabrio,automatik,benzin,nein,84,5000,11,17900
nissan,almera,limousine,manuell,benzin,nein,75,90000,229,1200
bmw,1er,limousine,manuell,diesel,nein,143,40000,53,13999
volkswagen,cc,coupe,automatik,benzin,ja,299,100000,70,8790
bmw,1er,cabrio,manuell,benzin,nein,143,70000,82,13900
audi,a1,kleinwagen,manuell,benzin,nein,86,30000,23,15000
volkswagen,golf,kombi,manuell,diesel,ja,90,80000,220,600
mazda,mx_reihe,cabrio,manuell,benzin,nein,126,100000,90,10550
ford,galaxy,bus,manuell,benzin,nein,140,150000,146,2000
volkswagen,polo,kleinwagen,manuell,diesel,nein,75,125000,60,7900
bmw,1er,coupe,manuell,benzin,nein,122,100000,84,4999
rover,andere,limousine,manuell,benzin,nein,75,150000,214,700
bmw,1er,limousine,manuell,diesel,nein,143,125000,52,13000
bmw,x_reihe,limousine,automatik,diesel,nein,235,125000,78,21900
opel,astra,kombi,manuell,benzin,nein,140,40000,45,16990
bmw,3er,kombi,manuell,diesel,nein,150,150000,172,5150
skoda,fabia,kombi,manuell,benzin,nein,105,40000,66,8200
volkswagen,golf,kombi,manuell,benzin,nein,160,100000,73,13990
audi,a8,limousine,automatik,diesel,nein,232,125000,88,18000
mazda,6_reihe,kombi,manuell,diesel,ja,143,150000,102,1500
mazda,mx_reihe,coupe,manuell,benzin,nein,88,150000,289,1039
opel,astra,cabrio,manuell,benzin,nein,192,150000,159,3500
porsche,911,coupe,automatik,benzin,nein,301,150000,220,17500
bmw,3er,cabrio,manuell,benzin,nein,193,150000,203,6700
audi,andere,coupe,manuell,benzin,ja,113,150000,307,2000
renault,megane,cabrio,manuell,diesel,nein,131,150000,120,5129
volkswagen,golf,limousine,manuell,diesel,nein,140,125000,136,6890
bmw,5er,limousine,manuell,benzin,nein,190,150000,90,9000
volkswagen,bora,kombi,manuell,diesel,nein,131,150000,165,2599
skoda,octavia,kombi,manuell,benzin,nein,150,150000,131,7099
bmw,3er,limousine,manuell,benzin,nein,102,150000,225,699
volkswagen,golf,limousine,manuell,diesel,nein,170,125000,92,8800
mercedes_benz,c_klasse,kombi,automatik,benzin,nein,184,125000,98,14999
volkswagen,golf,limousine,automatik,diesel,nein,150,60000,33,19850
fiat,punto,kleinwagen,manuell,benzin,nein,60,150000,150,1240
nissan,andere,limousine,manuell,benzin,nein,75,100000,385,1350
opel,astra,limousine,manuell,benzin,nein,84,50000,155,2900
opel,vectra,limousine,manuell,diesel,nein,125,150000,161,1600
opel,corsa,kleinwagen,manuell,benzin,nein,75,150000,143,1899
citroen,c3,cabrio,manuell,benzin,nein,73,40000,67,7500
volkswagen,passat,limousine,manuell,benzin,nein,95,150000,233,900
audi,a6,kombi,manuell,diesel,nein,140,150000,122,6350
ford,mondeo,limousine,manuell,diesel,nein,131,150000,145,3600
bmw,1er,limousine,manuell,benzin,nein,122,80000,88,8000
audi,a4,kombi,manuell,diesel,nein,131,150000,138,6600
peugeot,andere,kleinwagen,manuell,benzin,nein,200,40000,19,15000
chevrolet,andere,kombi,manuell,benzin,nein,140,30000,31,13499
bmw,1er,limousine,manuell,diesel,nein,177,150000,104,9600
skoda,fabia,kombi,manuell,benzin,nein,116,150000,124,2399
audi,a5,coupe,manuell,benzin,nein,179,80000,82,14200
renault,modus,andere,automatik,benzin,nein,111,20000,54,8999
bmw,3er,limousine,manuell,diesel,nein,163,100000,58,15350
bmw,5er,kombi,manuell,diesel,nein,166,150000,70,10800
citroen,berlingo,bus,manuell,diesel,nein,90,150000,53,6100
volkswagen,golf,limousine,manuell,benzin,nein,75,60000,226,980
volkswagen,passat,kombi,manuell,diesel,nein,131,150000,171,4199
audi,a8,limousine,automatik,benzin,nein,334,150000,157,10900
mercedes_benz,sprinter,bus,manuell,diesel,nein,109,150000,103,6800
bmw,5er,limousine,automatik,diesel,nein,204,90000,69,11000
skoda,octavia,kombi,manuell,diesel,nein,105,100000,93,7500
fiat,punto,kleinwagen,manuell,benzin,ja,60,150000,188,600
mercedes_benz,e_klasse,limousine,automatik,benzin,nein,170,150000,200,3950
audi,a3,limousine,manuell,diesel,nein,184,30000,14,33499
audi,a5,coupe,automatik,diesel,nein,239,80000,64,24750
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,88,125000,147,2650
seat,ibiza,kleinwagen,manuell,benzin,nein,86,125000,104,4450
bmw,1er,limousine,manuell,diesel,nein,122,125000,123,8000
bmw,1er,coupe,automatik,diesel,nein,177,150000,67,14499
ford,fiesta,kleinwagen,manuell,benzin,ja,70,90000,146,1780
mercedes_benz,c_klasse,kombi,manuell,benzin,nein,122,150000,216,1500
opel,agila,kleinwagen,manuell,benzin,nein,80,20000,113,5750
volkswagen,touareg,suv,automatik,diesel,nein,224,150000,114,15700
porsche,andere,coupe,manuell,benzin,nein,150,150000,361,7924
audi,a4,limousine,automatik,benzin,nein,131,80000,172,4950
bmw,5er,limousine,automatik,diesel,nein,235,150000,100,12990
volkswagen,golf,limousine,manuell,benzin,nein,116,150000,137,3999
bmw,x_reihe,suv,automatik,diesel,nein,190,30000,20,42500
smart,fortwo,kleinwagen,automatik,benzin,nein,61,150000,101,2699
bmw,3er,limousine,manuell,benzin,nein,118,150000,198,2500
ford,mondeo,kombi,manuell,diesel,nein,155,90000,141,5450
ford,mondeo,kombi,manuell,benzin,nein,116,20000,229,350
volkswagen,polo,limousine,manuell,diesel,nein,80,150000,85,5200
audi,a4,kombi,manuell,benzin,ja,193,150000,230,3500
mitsubishi,andere,bus,manuell,benzin,nein,98,20000,131,4500
peugeot,2_reihe,kombi,manuell,diesel,nein,92,40000,29,14990
mercedes_benz,c_klasse,kombi,manuell,benzin,nein,163,150000,182,1900
bmw,x_reihe,limousine,manuell,diesel,nein,143,150000,67,12500
volkswagen,transporter,bus,manuell,diesel,nein,174,150000,109,23950
renault,twingo,kleinwagen,manuell,benzin,ja,75,150000,142,1100
porsche,911,coupe,manuell,benzin,nein,320,70000,165,42900
seat,leon,limousine,manuell,benzin,nein,140,30000,34,18600
audi,a6,kombi,automatik,diesel,nein,224,150000,123,8900
audi,a4,cabrio,automatik,benzin,nein,163,100000,129,10500
opel,astra,limousine,manuell,benzin,nein,116,150000,211,1550
mercedes_benz,s_klasse,limousine,automatik,diesel,nein,197,150000,171,5200
bmw,3er,coupe,manuell,benzin,nein,170,150000,193,2950
audi,a4,limousine,manuell,benzin,nein,102,150000,142,4900
bmw,3er,kombi,manuell,diesel,nein,136,150000,177,2500
audi,a6,limousine,automatik,diesel,nein,155,150000,169,4990
honda,jazz,kleinwagen,manuell,benzin,nein,83,150000,166,2250
volkswagen,passat,kombi,manuell,diesel,nein,115,150000,194,1500
bmw,1er,limousine,manuell,diesel,nein,163,125000,116,7100
toyota,andere,kleinwagen,manuell,benzin,ja,75,125000,208,500
audi,a3,limousine,manuell,benzin,ja,101,150000,172,999
volkswagen,transporter,bus,manuell,diesel,nein,131,150000,124,5999
mercedes_benz,e_klasse,coupe,automatik,diesel,nein,204,100000,57,25000
bmw,5er,limousine,automatik,diesel,nein,177,150000,134,9599
mercedes_benz,viano,bus,automatik,diesel,nein,163,80000,46,25900
peugeot,2_reihe,kleinwagen,manuell,benzin,nein,75,150000,206,1350
renault,twingo,kleinwagen,manuell,benzin,nein,55,30000,47,6940
volkswagen,golf,limousine,manuell,benzin,nein,75,150000,208,1300
volkswagen,passat,kombi,manuell,diesel,ja,116,150000,189,1450
bmw,5er,limousine,manuell,benzin,nein,125,150000,387,3500
ford,andere,coupe,manuell,benzin,nein,125,150000,209,1200
audi,a3,limousine,manuell,benzin,nein,102,150000,150,3250
porsche,andere,coupe,manuell,benzin,nein,295,20000,107,35911
volkswagen,transporter,bus,manuell,diesel,nein,68,100000,175,3500
fiat,andere,bus,manuell,diesel,nein,128,150000,138,2800
dacia,duster,suv,manuell,diesel,nein,86,150000,69,5800
